,YEAR,LocationAbbr,LocationDesc,TopicType,TopicDesc,MeasureDesc,DataSource,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Data_Value_Std_Err,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Gender,Race,Age,Education,GeoLocation,TopicTypeId,TopicId,MeasureId,StratificationID1,StratificationID2,StratificationID3,StratificationID4,SubMeasureID,DisplayOrder
5290,2005,MO,Missouri,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,8.3,,,1.1,6.1,10.5,1647.0,Overall,All Races,All Ages,Middle School,"(38.635790776000476, -92.56630005299968)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
5291,2005,MO,Missouri,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,23.7,,,1.3,21.1,26.3,1436.0,Overall,All Races,All Ages,High School,"(38.635790776000476, -92.56630005299968)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
5292,2005,MO,Missouri,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,24.3,,,2.2,20.1,28.6,728.0,Male,All Races,All Ages,High School,"(38.635790776000476, -92.56630005299968)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
5293,2005,MO,Missouri,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,7.7,,,1.3,5.1,10.3,813.0,Male,All Races,All Ages,Middle School,"(38.635790776000476, -92.56630005299968)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
5294,2005,MO,Missouri,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,23.0,,,1.5,20.0,26.0,704.0,Female,All Races,All Ages,High School,"(38.635790776000476, -92.56630005299968)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
5295,2005,MO,Missouri,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,8.9,,,1.4,6.1,11.6,827.0,Female,All Races,All Ages,Middle School,"(38.635790776000476, -92.56630005299968)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
5332,2005,NC,North Carolina,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,20.3,,,1.4,17.5,23.0,3021.0,Overall,All Races,All Ages,High School,"(35.466220975000454, -79.15925046299964)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
5333,2005,NC,North Carolina,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,5.8,,,0.7,4.4,7.3,3175.0,Overall,All Races,All Ages,Middle School,"(35.466220975000454, -79.15925046299964)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
5334,2005,NC,North Carolina,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,20.7,,,1.9,16.9,24.4,1461.0,Male,All Races,All Ages,High School,"(35.466220975000454, -79.15925046299964)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
5335,2005,NC,North Carolina,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,7.1,,,1.2,4.7,9.4,1588.0,Male,All Races,All Ages,Middle School,"(35.466220975000454, -79.15925046299964)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
5336,2005,NC,North Carolina,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,4.4,,,0.6,3.2,5.6,1574.0,Female,All Races,All Ages,Middle School,"(35.466220975000454, -79.15925046299964)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
5337,2005,NC,North Carolina,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,19.8,,,1.8,16.2,23.3,1548.0,Female,All Races,All Ages,High School,"(35.466220975000454, -79.15925046299964)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
5374,2005,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,27.5,,,1.7,24.1,30.9,1694.0,Overall,All Races,All Ages,High School,"(47.47531977900047, -100.11842104899966)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
5375,2005,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,7.8,,,1.1,5.7,9.8,1139.0,Overall,All Races,All Ages,Middle School,"(47.47531977900047, -100.11842104899966)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
5376,2005,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,27.7,,,2.1,23.6,31.8,846.0,Male,All Races,All Ages,High School,"(47.47531977900047, -100.11842104899966)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
5377,2005,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,5.9,,,1.1,3.8,8.1,588.0,Male,All Races,All Ages,Middle School,"(47.47531977900047, -100.11842104899966)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
5378,2005,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,27.4,,,2.4,22.8,32.0,837.0,Female,All Races,All Ages,High School,"(47.47531977900047, -100.11842104899966)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
5379,2005,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,9.8,,,1.5,6.7,12.8,546.0,Female,All Races,All Ages,Middle School,"(47.47531977900047, -100.11842104899966)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
5422,2005,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,9.8,,,1.1,7.7,12.0,1698.0,Overall,All Races,All Ages,Middle School,"(35.47203135600046, -97.52107021399968)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
5423,2005,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,22.8,,,2.9,17.0,28.6,1360.0,Overall,All Races,All Ages,High School,"(35.47203135600046, -97.52107021399968)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
5424,2005,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,22.7,,,3.9,15.0,30.4,702.0,Male,All Races,All Ages,High School,"(35.47203135600046, -97.52107021399968)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
5425,2005,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,7.9,,,1.4,5.1,10.6,819.0,Male,All Races,All Ages,Middle School,"(35.47203135600046, -97.52107021399968)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
5426,2005,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,11.9,,,1.7,8.5,15.3,876.0,Female,All Races,All Ages,Middle School,"(35.47203135600046, -97.52107021399968)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
5427,2005,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,22.5,,,2.6,17.5,27.5,651.0,Female,All Races,All Ages,High School,"(35.47203135600046, -97.52107021399968)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
5470,2005,RI,Rhode Island,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,18.5,,,1.8,15.1,21.9,2256.0,Overall,All Races,All Ages,High School,"(41.70828019300046, -71.52247031399963)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
5471,2005,RI,Rhode Island,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,5.0,,,0.5,4.1,5.9,2454.0,Overall,All Races,All Ages,Middle School,"(41.70828019300046, -71.52247031399963)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
5472,2005,RI,Rhode Island,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,17.4,,,1.8,13.8,20.9,1145.0,Male,All Races,All Ages,High School,"(41.70828019300046, -71.52247031399963)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
5473,2005,RI,Rhode Island,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,5.3,,,0.6,4.1,6.6,1197.0,Male,All Races,All Ages,Middle School,"(41.70828019300046, -71.52247031399963)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
5474,2005,RI,Rhode Island,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,4.7,,,0.4,3.8,5.5,1252.0,Female,All Races,All Ages,Middle School,"(41.70828019300046, -71.52247031399963)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
5475,2005,RI,Rhode Island,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,19.6,,,2.5,14.7,24.5,1101.0,Female,All Races,All Ages,High School,"(41.70828019300046, -71.52247031399963)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
5518,2005,SC,South Carolina,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,11.2,,,1.8,7.6,14.7,1183.0,Overall,All Races,All Ages,Middle School,"(33.998821303000454, -81.04537120699968)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
5519,2005,SC,South Carolina,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,24.4,,,2.0,20.5,28.2,1192.0,Overall,All Races,All Ages,High School,"(33.998821303000454, -81.04537120699968)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
5520,2005,SC,South Carolina,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,11.6,,,2.2,7.4,15.9,596.0,Male,All Races,All Ages,Middle School,"(33.998821303000454, -81.04537120699968)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
5521,2005,SC,South Carolina,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,26.9,,,2.6,21.8,32.1,558.0,Male,All Races,All Ages,High School,"(33.998821303000454, -81.04537120699968)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
5522,2005,SC,South Carolina,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,10.7,,,2.0,6.7,14.7,584.0,Female,All Races,All Ages,Middle School,"(33.998821303000454, -81.04537120699968)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
5523,2005,SC,South Carolina,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,21.7,,,2.6,16.6,26.7,629.0,Female,All Races,All Ages,High School,"(33.998821303000454, -81.04537120699968)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
5560,2005,SD,South Dakota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,7.7,,,2.2,3.3,12.1,2735.0,Overall,All Races,All Ages,Middle School,"(44.353130053000484, -100.3735306369997)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
5561,2005,SD,South Dakota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,8.2,,,3.1,2.1,14.2,1399.0,Male,All Races,All Ages,Middle School,"(44.353130053000484, -100.3735306369997)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
5562,2005,SD,South Dakota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,7.2,,,1.8,3.7,10.7,1331.0,Female,All Races,All Ages,Middle School,"(44.353130053000484, -100.3735306369997)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
5590,2005,UT,Utah,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,10.3,,,1.7,7.0,13.6,3244.0,Overall,All Races,All Ages,High School,"(39.360700171000474, -111.58713063499971)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
5591,2005,UT,Utah,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,2.0,,,0.5,1.0,2.9,1447.0,Overall,All Races,All Ages,Middle School,"(39.360700171000474, -111.58713063499971)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
5592,2005,UT,Utah,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,13.1,,,3.6,6.0,20.3,1547.0,Male,All Races,All Ages,High School,"(39.360700171000474, -111.58713063499971)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
5593,2005,UT,Utah,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,1.6,,,0.5,0.7,2.5,703.0,Male,All Races,All Ages,Middle School,"(39.360700171000474, -111.58713063499971)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
5594,2005,UT,Utah,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,2.2,,,0.8,0.7,3.7,734.0,Female,All Races,All Ages,Middle School,"(39.360700171000474, -111.58713063499971)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
5595,2005,UT,Utah,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,7.4,,,1.0,5.4,9.4,1678.0,Female,All Races,All Ages,High School,"(39.360700171000474, -111.58713063499971)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
5632,2005,WV,West Virginia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,27.8,,,2.0,24.0,31.7,1234.0,Overall,All Races,All Ages,High School,"(38.66551020200046, -80.71264013499967)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
5633,2005,WV,West Virginia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,26.6,,,1.7,23.3,29.9,566.0,Male,All Races,All Ages,High School,"(38.66551020200046, -80.71264013499967)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
5634,2005,WV,West Virginia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,28.9,,,2.8,23.5,34.3,653.0,Female,All Races,All Ages,High School,"(38.66551020200046, -80.71264013499967)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
5662,2004,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,24.0,,,2.2,19.8,28.3,1481.0,Overall,All Races,All Ages,High School,"(32.84057112200048, -86.63186076199969)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
5663,2004,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,13.1,,,1.8,9.6,16.5,1362.0,Overall,All Races,All Ages,Middle School,"(32.84057112200048, -86.63186076199969)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
5664,2004,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,27.5,,,2.5,22.6,32.3,715.0,Male,All Races,All Ages,High School,"(32.84057112200048, -86.63186076199969)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
5665,2004,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,14.0,,,1.8,10.6,17.5,658.0,Male,All Races,All Ages,Middle School,"(32.84057112200048, -86.63186076199969)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
5666,2004,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,11.9,,,2.1,7.8,16.1,701.0,Female,All Races,All Ages,Middle School,"(32.84057112200048, -86.63186076199969)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
5667,2004,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,20.4,,,2.4,15.7,25.0,764.0,Female,All Races,All Ages,High School,"(32.84057112200048, -86.63186076199969)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
5710,2004,DE,Delaware,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,22.4,,,1.2,20.1,24.7,2190.0,Overall,All Races,All Ages,High School,"(39.008830667000495, -75.57774116799965)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
5711,2004,DE,Delaware,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,9.4,,,0.8,7.9,10.9,2470.0,Overall,All Races,All Ages,Middle School,"(39.008830667000495, -75.57774116799965)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
5712,2004,DE,Delaware,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,20.2,,,1.6,17.1,23.4,1080.0,Male,All Races,All Ages,High School,"(39.008830667000495, -75.57774116799965)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
5713,2004,DE,Delaware,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,9.0,,,1.2,6.6,11.3,1197.0,Male,All Races,All Ages,Middle School,"(39.008830667000495, -75.57774116799965)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
5714,2004,DE,Delaware,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,24.8,,,1.6,21.6,28.0,1100.0,Female,All Races,All Ages,High School,"(39.008830667000495, -75.57774116799965)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
5715,2004,DE,Delaware,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,9.7,,,1.0,7.8,11.6,1256.0,Female,All Races,All Ages,Middle School,"(39.008830667000495, -75.57774116799965)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
5758,2004,IN,Indiana,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,21.3,,,1.0,19.4,23.2,3335.0,Overall,All Races,All Ages,High School,"(39.766910452000445, -86.14996019399968)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
5759,2004,IN,Indiana,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,7.8,,,0.9,6.0,9.6,1920.0,Overall,All Races,All Ages,Middle School,"(39.766910452000445, -86.14996019399968)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
5760,2004,IN,Indiana,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,5.7,,,0.9,3.9,7.4,978.0,Male,All Races,All Ages,Middle School,"(39.766910452000445, -86.14996019399968)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
5761,2004,IN,Indiana,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,22.8,,,1.3,20.2,25.5,1613.0,Male,All Races,All Ages,High School,"(39.766910452000445, -86.14996019399968)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
5762,2004,IN,Indiana,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,10.1,,,1.2,7.6,12.5,931.0,Female,All Races,All Ages,Middle School,"(39.766910452000445, -86.14996019399968)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
5763,2004,IN,Indiana,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,19.4,,,1.1,17.3,21.6,1706.0,Female,All Races,All Ages,High School,"(39.766910452000445, -86.14996019399968)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
5806,2004,IA,Iowa,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,7.2,,,1.5,4.3,10.0,1863.0,Overall,All Races,All Ages,Middle School,"(42.46940091300047, -93.81649055599968)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
5807,2004,IA,Iowa,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,19.5,,,1.6,16.4,22.6,1749.0,Overall,All Races,All Ages,High School,"(42.46940091300047, -93.81649055599968)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
5808,2004,IA,Iowa,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,18.5,,,1.9,14.7,22.3,872.0,Male,All Races,All Ages,High School,"(42.46940091300047, -93.81649055599968)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
5809,2004,IA,Iowa,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,6.7,,,1.5,3.8,9.7,983.0,Male,All Races,All Ages,Middle School,"(42.46940091300047, -93.81649055599968)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
5810,2004,IA,Iowa,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,20.3,,,1.5,17.3,23.3,865.0,Female,All Races,All Ages,High School,"(42.46940091300047, -93.81649055599968)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
5811,2004,IA,Iowa,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,7.4,,,1.7,4.1,10.6,873.0,Female,All Races,All Ages,Middle School,"(42.46940091300047, -93.81649055599968)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
5845,2004,KY,Kentucky,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,27.9,,,2.1,23.8,31.9,2065.0,Overall,All Races,All Ages,High School,"(37.645970271000465, -84.77497104799966)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
5846,2004,KY,Kentucky,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,26.8,,,2.4,22.0,31.5,1011.0,Male,All Races,All Ages,High School,"(37.645970271000465, -84.77497104799966)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
5847,2004,KY,Kentucky,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,29.1,,,2.5,24.3,34.0,1036.0,Female,All Races,All Ages,High School,"(37.645970271000465, -84.77497104799966)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
5869,2004,MS,Mississippi,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,22.1,,,1.3,19.6,24.7,2378.0,Overall,All Races,All Ages,High School,"(32.745510099000455, -89.53803082499968)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
5870,2004,MS,Mississippi,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,12.0,,,1.0,10.0,14.0,2841.0,Overall,All Races,All Ages,Middle School,"(32.745510099000455, -89.53803082499968)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
5871,2004,MS,Mississippi,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,24.3,,,1.6,21.2,27.4,1066.0,Male,All Races,All Ages,High School,"(32.745510099000455, -89.53803082499968)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
5872,2004,MS,Mississippi,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,12.8,,,1.4,10.0,15.7,1355.0,Male,All Races,All Ages,Middle School,"(32.745510099000455, -89.53803082499968)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
5873,2004,MS,Mississippi,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,11.0,,,1.3,8.6,13.5,1471.0,Female,All Races,All Ages,Middle School,"(32.745510099000455, -89.53803082499968)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
5874,2004,MS,Mississippi,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,19.7,,,1.5,16.8,22.6,1302.0,Female,All Races,All Ages,High School,"(32.745510099000455, -89.53803082499968)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
5913,2004,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,3.8,,,0.7,2.4,5.1,1603.0,Overall,All Races,All Ages,Middle School,"(43.65595011300047, -71.50036091999965)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
5914,2004,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,19.1,,,1.7,15.7,22.5,1407.0,Overall,All Races,All Ages,High School,"(43.65595011300047, -71.50036091999965)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
5915,2004,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,3.3,,,0.7,2.0,4.7,835.0,Male,All Races,All Ages,Middle School,"(43.65595011300047, -71.50036091999965)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
5916,2004,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,19.3,,,1.9,15.5,23.1,683.0,Male,All Races,All Ages,High School,"(43.65595011300047, -71.50036091999965)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
