"","X1","YEAR","LocationAbbr","LocationDesc","TopicType","TopicDesc","MeasureDesc","DataSource","Data_Value_Unit","Data_Value_Type","Data_Value_Footnote_Symbol","Data_Value_Footnote","Data_Value_Std_Err","Low_Confidence_Limit","High_Confidence_Limit","Sample_Size","Gender","Race","Age","Education","GeoLocation","TopicTypeId","TopicId","MeasureId","StratificationID1","StratificationID2","StratificationID3","StratificationID4","SubMeasureID","DisplayOrder","Current"
"637",4885,2006,"PA","Pennsylvania","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.9,13.9,21.5,821,"Male","All Races","All Ages","High School","(40.79373015200048, -77.86070029399963)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,17.7
"638",4886,2006,"PA","Pennsylvania","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.9,2.6,6,706,"Female","All Races","All Ages","Middle School","(40.79373015200048, -77.86070029399963)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,4.3
"639",4887,2006,"PA","Pennsylvania","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.6,14.2,20.4,832,"Female","All Races","All Ages","High School","(40.79373015200048, -77.86070029399963)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,17.3
"640",4930,2006,"SC","South Carolina","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.1,6.9,11.1,1333,"Overall","All Races","All Ages","Middle School","(33.998821303000454, -81.04537120699968)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,9
"641",4931,2006,"SC","South Carolina","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.7,15.7,22.5,1301,"Overall","All Races","All Ages","High School","(33.998821303000454, -81.04537120699968)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,19.1
"642",4932,2006,"SC","South Carolina","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.9,18.5,25.9,589,"Male","All Races","All Ages","High School","(33.998821303000454, -81.04537120699968)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,22.2
"643",4933,2006,"SC","South Carolina","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.6,6.2,12.6,655,"Male","All Races","All Ages","Middle School","(33.998821303000454, -81.04537120699968)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,9.4
"644",4934,2006,"SC","South Carolina","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.3,6,11,667,"Female","All Races","All Ages","Middle School","(33.998821303000454, -81.04537120699968)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,8.5
"645",4935,2006,"SC","South Carolina","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2,12.3,20.3,707,"Female","All Races","All Ages","High School","(33.998821303000454, -81.04537120699968)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,16.3
"646",4978,2006,"WI","Wisconsin","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.7,4.4,7.2,1837,"Overall","All Races","All Ages","Middle School","(44.39319117400049, -89.81637074199966)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,5.8
"647",4979,2006,"WI","Wisconsin","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.5,16.9,22.9,1695,"Overall","All Races","All Ages","High School","(44.39319117400049, -89.81637074199966)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,19.9
"648",4980,2006,"WI","Wisconsin","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.6,4,6.4,899,"Male","All Races","All Ages","Middle School","(44.39319117400049, -89.81637074199966)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,5.2
"649",4981,2006,"WI","Wisconsin","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2,17.2,25,851,"Male","All Races","All Ages","High School","(44.39319117400049, -89.81637074199966)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,21.1
"650",4982,2006,"WI","Wisconsin","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.1,4.2,8.4,936,"Female","All Races","All Ages","Middle School","(44.39319117400049, -89.81637074199966)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,6.3
"651",4983,2006,"WI","Wisconsin","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.5,15.5,21.5,839,"Female","All Races","All Ages","High School","(44.39319117400049, -89.81637074199966)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,18.5
"652",5020,2005,"AZ","Arizona","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.9,16.7,20.2,1899,"Overall","All Races","All Ages","High School","(34.865970280000454, -111.76381127699972)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,18.4
"653",5021,2005,"AZ","Arizona","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.8,6.6,9.6,1927,"Overall","All Races","All Ages","Middle School","(34.865970280000454, -111.76381127699972)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,8.1
"654",5022,2005,"AZ","Arizona","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1,7,10.7,917,"Male","All Races","All Ages","Middle School","(34.865970280000454, -111.76381127699972)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,8.8
"655",5023,2005,"AZ","Arizona","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.4,16.5,21.9,920,"Male","All Races","All Ages","High School","(34.865970280000454, -111.76381127699972)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,19.2
"656",5024,2005,"AZ","Arizona","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.1,5.1,9.3,1002,"Female","All Races","All Ages","Middle School","(34.865970280000454, -111.76381127699972)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,7.2
"657",5025,2005,"AZ","Arizona","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.4,14.8,20.4,975,"Female","All Races","All Ages","High School","(34.865970280000454, -111.76381127699972)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,17.6
"658",5050,2005,"AR","Arkansas","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2,22.4,30.2,1963,"Overall","All Races","All Ages","High School","(34.74865012400045, -92.27449074299966)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,26.3
"659",5051,2005,"AR","Arkansas","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1,7.3,11.3,2071,"Overall","All Races","All Ages","Middle School","(34.74865012400045, -92.27449074299966)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,9.3
"660",5052,2005,"AR","Arkansas","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.2,7.8,12.5,1026,"Male","All Races","All Ages","Middle School","(34.74865012400045, -92.27449074299966)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,10.1
"661",5053,2005,"AR","Arkansas","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2,23.9,31.7,934,"Male","All Races","All Ages","High School","(34.74865012400045, -92.27449074299966)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,27.8
"662",5054,2005,"AR","Arkansas","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.3,5.8,10.9,1038,"Female","All Races","All Ages","Middle School","(34.74865012400045, -92.27449074299966)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,8.3
"663",5055,2005,"AR","Arkansas","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2.5,19.9,29.8,1020,"Female","All Races","All Ages","High School","(34.74865012400045, -92.27449074299966)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,24.9
"664",5098,2005,"CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.2,14.6,19.4,2178,"Overall","All Races","All Ages","High School","(41.56266102000046, -72.64984095199964)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,17
"665",5099,2005,"CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.9,4.1,7.7,2030,"Overall","All Races","All Ages","Middle School","(41.56266102000046, -72.64984095199964)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,5.9
"666",5100,2005,"CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.5,12.8,18.8,1006,"Male","All Races","All Ages","High School","(41.56266102000046, -72.64984095199964)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,15.8
"667",5101,2005,"CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.3,3.4,8.5,1030,"Male","All Races","All Ages","Middle School","(41.56266102000046, -72.64984095199964)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,6
"668",5102,2005,"CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.8,14.7,21.7,1155,"Female","All Races","All Ages","High School","(41.56266102000046, -72.64984095199964)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,18.2
"669",5103,2005,"CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.9,4,7.7,990,"Female","All Races","All Ages","Middle School","(41.56266102000046, -72.64984095199964)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,5.8
"670",5146,2005,"GA","Georgia","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.9,6.7,10.2,1888,"Overall","All Races","All Ages","Middle School","(32.83968109300048, -83.62758034599966)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,8.5
"671",5147,2005,"GA","Georgia","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.9,15.6,23.1,1743,"Overall","All Races","All Ages","High School","(32.83968109300048, -83.62758034599966)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,19.4
"672",5148,2005,"GA","Georgia","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.1,6.9,11.3,950,"Male","All Races","All Ages","Middle School","(32.83968109300048, -83.62758034599966)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,9.1
"673",5149,2005,"GA","Georgia","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2.6,17,27.1,843,"Male","All Races","All Ages","High School","(32.83968109300048, -83.62758034599966)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,22
"674",5150,2005,"GA","Georgia","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.1,5.5,9.8,935,"Female","All Races","All Ages","Middle School","(32.83968109300048, -83.62758034599966)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,7.7
"675",5151,2005,"GA","Georgia","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.8,13,20.1,895,"Female","All Races","All Ages","High School","(32.83968109300048, -83.62758034599966)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,16.5
"676",5194,2005,"HI","Hawaii","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.9,10.8,14.3,1486,"Overall","All Races","All Ages","High School","(21.304850435000446, -157.85774940299973)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,12.6
"677",5195,2005,"HI","Hawaii","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.8,3.3,6.4,1618,"Overall","All Races","All Ages","Middle School","(21.304850435000446, -157.85774940299973)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,4.9
"678",5196,2005,"HI","Hawaii","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.4,8.1,13.7,705,"Male","All Races","All Ages","High School","(21.304850435000446, -157.85774940299973)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,10.9
"679",5197,2005,"HI","Hawaii","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.2,2.3,7.1,759,"Male","All Races","All Ages","Middle School","(21.304850435000446, -157.85774940299973)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,4.7
"680",5198,2005,"HI","Hawaii","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.9,3.3,6.9,856,"Female","All Races","All Ages","Middle School","(21.304850435000446, -157.85774940299973)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,5.1
"681",5199,2005,"HI","Hawaii","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.7,11,17.5,777,"Female","All Races","All Ages","High School","(21.304850435000446, -157.85774940299973)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,14.2
"682",5242,2005,"IL","Illinois","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.7,21.5,28.2,1319,"Overall","All Races","All Ages","High School","(40.48501028300046, -88.99771017799969)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,24.8
"683",5243,2005,"IL","Illinois","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.1,5.3,9.7,1389,"Overall","All Races","All Ages","Middle School","(40.48501028300046, -88.99771017799969)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,7.5
"684",5244,2005,"IL","Illinois","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.9,19,26.6,667,"Male","All Races","All Ages","High School","(40.48501028300046, -88.99771017799969)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,22.8
"685",5245,2005,"IL","Illinois","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.1,4.7,9,676,"Male","All Races","All Ages","Middle School","(40.48501028300046, -88.99771017799969)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,6.8
"686",5246,2005,"IL","Illinois","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2.2,22.5,31.2,645,"Female","All Races","All Ages","High School","(40.48501028300046, -88.99771017799969)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,26.8
"687",5247,2005,"IL","Illinois","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.4,5.3,10.8,708,"Female","All Races","All Ages","Middle School","(40.48501028300046, -88.99771017799969)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,8.1
"688",5290,2005,"MO","Missouri","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.1,6.1,10.5,1647,"Overall","All Races","All Ages","Middle School","(38.635790776000476, -92.56630005299968)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,8.3
"689",5291,2005,"MO","Missouri","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.3,21.1,26.3,1436,"Overall","All Races","All Ages","High School","(38.635790776000476, -92.56630005299968)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,23.7
"690",5292,2005,"MO","Missouri","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2.2,20.1,28.6,728,"Male","All Races","All Ages","High School","(38.635790776000476, -92.56630005299968)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,24.3
"691",5293,2005,"MO","Missouri","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.3,5.1,10.3,813,"Male","All Races","All Ages","Middle School","(38.635790776000476, -92.56630005299968)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,7.7
"692",5294,2005,"MO","Missouri","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.5,20,26,704,"Female","All Races","All Ages","High School","(38.635790776000476, -92.56630005299968)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,23
"693",5295,2005,"MO","Missouri","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.4,6.1,11.6,827,"Female","All Races","All Ages","Middle School","(38.635790776000476, -92.56630005299968)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,8.9
"694",5332,2005,"NC","North Carolina","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.4,17.5,23,3021,"Overall","All Races","All Ages","High School","(35.466220975000454, -79.15925046299964)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,20.3
"695",5333,2005,"NC","North Carolina","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.7,4.4,7.3,3175,"Overall","All Races","All Ages","Middle School","(35.466220975000454, -79.15925046299964)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,5.8
"696",5334,2005,"NC","North Carolina","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.9,16.9,24.4,1461,"Male","All Races","All Ages","High School","(35.466220975000454, -79.15925046299964)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,20.7
"697",5335,2005,"NC","North Carolina","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.2,4.7,9.4,1588,"Male","All Races","All Ages","Middle School","(35.466220975000454, -79.15925046299964)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,7.1
"698",5336,2005,"NC","North Carolina","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.6,3.2,5.6,1574,"Female","All Races","All Ages","Middle School","(35.466220975000454, -79.15925046299964)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,4.4
"699",5337,2005,"NC","North Carolina","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.8,16.2,23.3,1548,"Female","All Races","All Ages","High School","(35.466220975000454, -79.15925046299964)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,19.8
"700",5374,2005,"ND","North Dakota","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.7,24.1,30.9,1694,"Overall","All Races","All Ages","High School","(47.47531977900047, -100.11842104899966)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,27.5
"701",5375,2005,"ND","North Dakota","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.1,5.7,9.8,1139,"Overall","All Races","All Ages","Middle School","(47.47531977900047, -100.11842104899966)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,7.8
"702",5376,2005,"ND","North Dakota","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2.1,23.6,31.8,846,"Male","All Races","All Ages","High School","(47.47531977900047, -100.11842104899966)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,27.7
"703",5377,2005,"ND","North Dakota","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.1,3.8,8.1,588,"Male","All Races","All Ages","Middle School","(47.47531977900047, -100.11842104899966)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,5.9
"704",5378,2005,"ND","North Dakota","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2.4,22.8,32,837,"Female","All Races","All Ages","High School","(47.47531977900047, -100.11842104899966)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,27.4
"705",5379,2005,"ND","North Dakota","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.5,6.7,12.8,546,"Female","All Races","All Ages","Middle School","(47.47531977900047, -100.11842104899966)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,9.8
"706",5422,2005,"OK","Oklahoma","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.1,7.7,12,1698,"Overall","All Races","All Ages","Middle School","(35.47203135600046, -97.52107021399968)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,9.8
"707",5423,2005,"OK","Oklahoma","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2.9,17,28.6,1360,"Overall","All Races","All Ages","High School","(35.47203135600046, -97.52107021399968)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,22.8
"708",5424,2005,"OK","Oklahoma","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,3.9,15,30.4,702,"Male","All Races","All Ages","High School","(35.47203135600046, -97.52107021399968)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,22.7
"709",5425,2005,"OK","Oklahoma","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.4,5.1,10.6,819,"Male","All Races","All Ages","Middle School","(35.47203135600046, -97.52107021399968)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,7.9
"710",5426,2005,"OK","Oklahoma","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.7,8.5,15.3,876,"Female","All Races","All Ages","Middle School","(35.47203135600046, -97.52107021399968)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,11.9
"711",5427,2005,"OK","Oklahoma","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2.6,17.5,27.5,651,"Female","All Races","All Ages","High School","(35.47203135600046, -97.52107021399968)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,22.5
"712",5470,2005,"RI","Rhode Island","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.8,15.1,21.9,2256,"Overall","All Races","All Ages","High School","(41.70828019300046, -71.52247031399963)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,18.5
"713",5471,2005,"RI","Rhode Island","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.5,4.1,5.9,2454,"Overall","All Races","All Ages","Middle School","(41.70828019300046, -71.52247031399963)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,5
"714",5472,2005,"RI","Rhode Island","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.8,13.8,20.9,1145,"Male","All Races","All Ages","High School","(41.70828019300046, -71.52247031399963)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,17.4
"715",5473,2005,"RI","Rhode Island","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.6,4.1,6.6,1197,"Male","All Races","All Ages","Middle School","(41.70828019300046, -71.52247031399963)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,5.3
"716",5474,2005,"RI","Rhode Island","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.4,3.8,5.5,1252,"Female","All Races","All Ages","Middle School","(41.70828019300046, -71.52247031399963)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,4.7
"717",5475,2005,"RI","Rhode Island","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2.5,14.7,24.5,1101,"Female","All Races","All Ages","High School","(41.70828019300046, -71.52247031399963)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,19.6
"718",5518,2005,"SC","South Carolina","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.8,7.6,14.7,1183,"Overall","All Races","All Ages","Middle School","(33.998821303000454, -81.04537120699968)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,11.2
"719",5519,2005,"SC","South Carolina","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2,20.5,28.2,1192,"Overall","All Races","All Ages","High School","(33.998821303000454, -81.04537120699968)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,24.4
